geneNames	GSM161945	GSM161946	GSM161948	GSM161949	GSM161950	GSM161951	GSM161952	GSM161953	GSM161954	GSM161955	GSM161956	GSM161957	GSM161958	GSM161959	GSM161960	GSM161961	GSM161962	GSM161963	GSM161964	GSM161965	GSM161966	GSM161967	GSM161968	GSM161969	GSM161970	GSM161971
SLCO3A1	212.02275	230.90225	213.84925	198.52875	199.985	192.96425	213.54025	197.37625	200.287	197.37125	210.2605	205.6154	215.41525	203.00425	259.10125	206.48775	175.94725	211.19925	222.49225	221.9	175.37275	163.0065	221.13575	206.3415	235.76275	244.15275
SLCO4A1	139.4625	159.317	142.0595	136.9665	154.5515	153.125	163.981	144.714	147.9625	153.6455	147.9215	165.4065	159.2905	161.555	170.816	152.8755	155.874	140.2795	151.6645	149.7075	238.5335	410.345	219.163	212.7905	191.371	181.3205
SLCO4C1	45.74915	56.90765	55.239	65.5478	45.523	67.72795	58.24775	53.13745	61.68365	60.2029	59.92005	67.8012	67.33	59.98905	52.4588	57.28975	66.44845	55.6624	69.1453	65.3028	59.46655	63.69235	73.32685	67.21725	74.265	78.6412
SLCO5A1	399.2105	349.38945	325.89395	360.7945	403.5335	312.7004	408.432	307.71965	288.933	327.20675	207.8905	244.2545	362.0695	406.7205	387.3355	396.1505	342.994	423.5355	302.9971	401.976	245.8085	196.4282	406.3935	389.335	106.96835	360.343
SLFN11	103.577	101.157	116.193	133.172	119.558	122.956	129.655	141.188	112.252	151.591	112.238	105.025	106.565	103.228	119.299	115.746	118.837	111.934	109.337	147.729	179.29	165.891	93.968	116.011	99.5448	134.954
SLFN12	62.3151	64.7236	65.688	63.4824	74.0271	71.8069	53.7146	69.6502	59.9571	63.5019	74.7285	68.8389	50.2945	89.6399	73.2287	66.5879	57.994	91.6075	65.4051	60.0766	52.0503	61.2858	56.9501	45.8176	45.3403	43.3337
SLFN5	218.135	229.3855	238.7825	254.127	235.23	210.566	217.839	403.8635	208.7215	200.482	195.777	244.2895	189.8165	184.7788	191.488	215.535	196.09195	198.19285	221.0285	281.4945	370.754	530.281	232.086	217.2125	164.81315	179.4591
SLFNL1-AS1	106.704	103.945	118.008	113.728	98.4711	112.427	104.364	94.4447	102.162	109.678	103.911	127.355	108.19	107.116	89.7463	106.656	103.926	92.3422	117.233	102.865	100.297	104.36	120.034	114.93	144.804	132.001
SLIRP	3638.77	4449.17	3850.8	3841.03	3591.05	3451.49	4256.85	4440.09	4563.19	4225.62	4246.19	4891.75	4223.29	3818.94	4025.28	4317.07	4448.71	4112.23	4237.59	4634.99	3693.32	3837.86	3773.15	3375.56	801.996	5012.54
SLIT1	99.7654	106.94505	112.4835	116.5945	106.52795	113.7115	121.095	102.547	105.3866	107.8835	115.2965	117.58	102.909	113.63465	105.3576	109.4296	108.744	102.5171	114.035	114.5105	88.08635	108.9985	124.7155	129.7155	150.303	119.701
SLIT2	169.6581333	134.9475	175.2753333	210.4472333	181.5899667	176.2233333	203.8843333	247.1276667	221.6443333	171.3781667	167.4917667	154.3767667	164.5753	159.0928667	156.5883	161.3996667	165.5339333	171.9566	116.9630667	157.6077	151.6630333	116.4478	103.3686333	110.2436333	81.4247	205.78
SLIT3	170.3816667	199.816	218.072	203.1146667	196.192	171.6983333	184.074	166.88	189.3503333	182.237	202.7726667	195.3316667	180.7406667	181.983	176.2093333	214.8093333	190.238	185.6953333	192.2993333	190.311	161.6524	165.066	179.131	171.0392	201.839	183.701
SLITRK2	140.274	145.592	139.425	140.035	121.701	134.304	140.459	134.984	144.976	135.615	134.135	139.027	152.783	148.037	155.81	131.5	117.849	151.666	165.463	142.014	112.69	113.944	157.89	158.597	187.909	151.424
SLITRK3	109.771	158.844	98.0678	130.039	73.6325	131.3	136.407	109.45	87.7035	115.799	95.494	124.154	133.957	122.69	119.752	157.132	139.547	135.256	152.338	188.982	74.0595	107.574	144.872	145.022	123.006	158.441
SLITRK4	57.0545	50.4528	58.01515	75.39275	170.3135	70.24665	229.384	91.4523	67.47025	49.20075	55.04	87.0363	95.7174	88.7372	117.29	65.51105	119.4615	74.343	55.47465	75.63005	127.4435	241.4765	83.27325	97.86545	49.84255	150.0965
SLITRK5	106.2004	125.6773	115.0481	110.562	108.30905	109.0675	113.22155	105.42095	120.51215	113.2912	128.5501	151.3418	113.3052	109.69	129.05695	98.92735	86.845	109.37505	119.5891	101.23095	86.4478	108.74585	132.70715	117.5187	117.5313	112.1172
SLITRK6	53.04785	58.47215	66.89205	61.8445	54.64865	59.14205	59.48265	52.6168	60.35225	53.2017	61.71075	72.4525	57.66945	57.68485	53.7838	59.41335	68.9654	60.09935	64.28225	63.7153	49.4499	44.29505	65.47925	59.9009	66.06725	67.4161
SLK	508.726	479.483	385.5125	412.489	499.4265	389.9065	524.1285	596.51	411.979	549.977	529.506	346.9445	549.3935	440.5655	478.1025	525.983	452.268	420.292	423.352	586.901	670.8995	512.792	263.8235	250.1545	84.04085	272.8675
SLMAP	1880.416667	943.8086667	693.249	1447.686667	1890.336667	1099.339333	1419.820333	1562.496667	1141.386	1050.903667	1013.091	677.1173333	1646.07	1614.333333	1341.75	1188.969333	1927.14	1603.81	724.5666667	1820.37	1482.793	412.1153333	385.2993333	401.0496667	144.6653333	562.4416667
SLMO1	52.2987	62.8058	57.3504	60.3367	81.4342	56.1919	66.7551	66.5459	71.7542	68.2761	60.2667	64.5873	76.0933	69.6026	61.7884	76.2936	58.0428	51.9387	59.9107	61.4855	82.832	74.2655	86.3128	88.977	73.7891	72.9071
SLMO2	430.68	407.0586667	344.86	428.8436667	392.6026667	417.2646667	482.6103333	531.4716667	394.5313333	468.1036667	445.3923333	286.528	386.8963333	342.187	348.243	400.367	393.8236667	377.4446667	320.593	417.521	571.9036667	652.4696667	602.181	604.044	139.6423667	366.6803333
SLN	18277.6	19853.2	19533.8	20917.9	18786.4	18500.5	19223.4	21781.7	19623.1	18475.8	21214.7	18682	18606	17380	18299.9	18390.6	19259.7	19864.9	16687	17687.2	21812.8	14224	17776.8	17184	14712.5	18618.7
SLPI	173.324	144.578	161.489	179.225	197.719	199.204	189.012	180.039	162.467	177.501	166.801	166.965	176.468	201.843	137.675	152.364	152.213	173.131	268.716	172.396	3399.98	8390.93	850.434	830.767	351.682	369.668
SLTM	1224.05	1004.45	1365.55	1205.14	1128.18	1078.45	1257.36	1324.37	1302.83	1028.37	1101.55	1537.06	1158.25	1196.46	1000.42	1165.21	775.365	1126.47	1043.42	1206.59	1705.82	1018.46	523.025	474.351	130.939	534.137
SLU7	420.33	378.5585	372.521	422.006	331.0175	403.3175	405.701	465.2545	334.8375	313.599	348.2625	318.709	431.35	447.761	409.5645	348.1465	372.083	441.147	336.7955	505.129	547.7485	585.2055	390.428	360.499	99.2067	267.3525
SLURP1	246.057	251.83	236.52	237.63	226.229	277.116	250.947	214.318	249.899	224.936	256.418	293.699	186.479	239.094	210.639	253.637	248.778	237.136	225.993	211.753	164.928	185.054	235.314	192.542	259.64	213.14
SLX4	177.376	148.208	157.51	179.044	203.76	150.29	145.771	170.947	183.274	190.633	231.591	166.66	170.224	183.334	168.017	183.499	201.565	198.155	145.021	205.296	196.776	177.878	124.803	131.822	168.94	163.507
SLX4IP	105.936	120.406	115.034	98.0456	119.801	104.567	115.536	120.118	122.625	117.989	129.064	109.521	116.464	102.77	123.981	112.587	98.5432	101.443	110.469	113.609	98.3721	99.583	102.488	93.3513	140.984	107.973
SMA4	66.683	60.43785	50.2099	71.2196	47.34	62.7095	79.7714	71.13905	67.84045	46.44585	60.1215	82.6757	55.6065	51.69535	52.38415	59.35665	59.9122	74.0329	79.40825	63.7409	74.00395	47.9526	43.93775	53.9172	51.4755	51.6133
SMAD1	618.9585	402.649	532.7425	516.509	534.605	478.695	667.16	713.4585	501.317	510.4235	558.3415	460.668	578.8725	556.9395	497.5715	496.426	516.694	465.42	485.1985	511.459	405.2145	703.242	524.779	466.284	138.8365	534.2055
SMAD2	417.08425	339.093	395.61675	467.92825	375.05175	392.8525	428.81875	526.31525	352.52375	349.5745	351.8735	412.14575	492.5405	407.837	416.1265	406.2865	333.16425	410.518	442.82525	454.20675	551.2045	430.02475	315.674	313.1235	134.373125	399.83625
SMAD3	367.59475	359.5465	317.802	420.26075	355.49075	308.41275	343.0255	339.47175	391.04575	435.40775	369.828	475.46275	422.99075	546.52625	380.6485	467.2205	460.15675	382.06675	356.64175	468.23625	395.40675	613.274	339.08125	312.87975	357.00225	569.29875
SMAD4	264.3355	327.72665	270.86085	350.59595	275.00015	290.9333	342.96005	310.60745	282.5817	251.8291	267.66975	206.0521	354.33505	349.0201	348.89015	344.5584	298.27845	285.76685	265.57265	381.24795	604.6405	483.14595	408.0466	412.803	78.71445	354.0238
SMAD5	314.41125	232.27715	238.982725	278.703	295.41325	261.99025	290.71325	353.732	330.162	258.1265	245.20575	323.7525	294.9335	283.79975	266.1225	329.4655	235.41885	304.039	262.14	305.297	379.022	243.6855	356.5955	380.06975	83.3382	223.46175
SMAD5-AS1	58.4306	66.6589	64.4473	80.5769	64.4875	63.1184	67.2752	57.2274	67.9499	71.057	76.1282	70.9029	74.8426	69.2143	74.1436	68.656	75.3196	68.6553	74.9332	65.1277	86.3433	57.7721	76.217	92.1422	96.3008	79.7901
SMAD6	165.1565	154.58825	163.39275	160.02325	151.21725	156.48125	165.211	140.857	156.89525	151.51375	152.95725	152.81225	143.1765	147.915	145.93575	169.66925	141.4655	140.24375	144.1655	156.50425	148.3219	155.01675	167.66075	165.0675	175.2715	158.02575
SMAD7	189.571	162.981	238.423	231.734	170.044	136.314	220.836	116.031	199.949	149.459	106.654	217.119	182.071	243.287	267.621	330.627	141.714	164.416	201.667	294.93	212.151	408.835	80.0454	75.7283	201.744	343.702
SMAD9	285.9765	128.912	237.0075	277.761	216.3205	160.113	359.288	213.697	146.1045	190.994	152.117	204.498	333.9225	403.657	222.9905	436.0675	172.0335	258.983	271.092	297.0705	99.79655	217.8875	88.34395	89.7001	104.8316	168.3285
SMAGP	71.084	73.1866	85.6679	93.6755	86.6783	77.4815	73.1057	73.3451	86.5611	89.7099	79.1564	86.0588	72.57	75.4292	69.8137	70.4098	77.1543	76.1347	65.4492	83.1797	116.36	104.321	85.2794	101.626	114.319	86.7053
SMAP1	613.088	429.004	476.737	607.634	378.923	460.467	489.061	738.911	515.06	538.449	566.432	431.869	510.278	451.326	517.332	415.933	366.81	440.54	488.575	635.4	682.99	888.836	307.923	295.12	190.67	497.933
SMAP2	186.502	172.226	161.623	165.007	190.153	167.544	178.231	204.597	154.047	220.854	170.383	174.832	206.306	194.515	187.88	202.652	203.882	212.587	180.958	202.347	325.464	740.281	173.326	182.974	199.741	192.089
SMARCA1	210.99725	233.841625	191.300925	212.902375	189.018025	205.57225	212.302125	259.908325	208.343575	196.249475	156.1966	205.22525	217.414825	238.96745	208.803975	204.496025	186.17535	207.94435	175.489775	212.042475	170.29475	100.434625	181.6255	165.300975	65.5074	159.78435
SMARCA2	622.1564	717.2027286	525.8360857	534.6585571	593.7635143	628.2505571	630.3887857	683.8469	657.9723714	579.8963857	535.1952571	584.4200143	777.6935571	746.1671143	682.7863143	718.5883429	570.9703857	640.7987571	662.7454571	707.5650857	355.6121714	347.8604143	315.1066	265.1792714	156.2506286	542.8303571
SMARCA4	239.998275	257.9647375	208.521975	238.3519875	240.274125	220.4837625	247.296025	291.3629	236.6347625	250.3560625	249.223775	238.7436625	274.7296	295.2380125	274.007975	266.1786	238.50375	307.6661125	293.0138	287.576525	353.951575	438.5615125	143.463075	150.405525	246.747375	274.9076375
SMARCA5	599.3903333	385.4386667	431.9923333	439.7523333	433.715	601.354	412.8123333	606.2283333	499.8623333	484.1856667	407.754	740.4886667	485.6763333	442.6406667	414.4163333	450.8353333	426.0263333	497.9356667	345.7183333	459.7573333	770.5653333	485.544	450.9213333	429.8666667	159.0095333	320.2756667
SMARCAD1	179.786	165.555	156.336	164.418	181.678	180.308	203.057	229.841	116.746	181.135	167.567	158.943	195.379	203.869	186.264	194.327	175.618	207.566	176.702	225.552	197.22	193.994	202.858	213.307	64.1816	152.311
SMARCAL1	181.235	173.267	192.629	222.048	156.237	180.04	217.106	254.533	192.963	183.374	180.674	192.66	214.847	207.921	200.465	209.196	170.031	214.461	190.121	227.329	233.535	190.804	156.463	157.359	175.144	217.206
SMARCB1	169.0505	179.328	195.5895	192.518	186.4535	193.2725	196.6255	184.387	175.542	179.87	179.0625	184.729	174.7405	179.6015	162.0565	187.7535	187.462	187.868	185.5765	173.649	238.113	256.119	252.781	223.684	271.199	207.4725
SMARCC1	281.7085	235.1925	245.426225	282.70125	239.69475	269.99225	260.567	347.25475	245.45075	250.828	248.8065	229.45325	329.2215	292.47875	303.7745	316.5435	310.07425	298.43775	308.4745	313.25475	316.206	316.24925	296.0065	282.3265	195.9483	242.485
SMARCC2	589.2325	528.9525	603.6675	575.042	520.045	588.7385	645.0255	596.5225	656.628	698.8335	636.7965	695.114	664.247	625.3835	653.828	599.962	652.5985	726.551	634.585	766.4165	723.182	879.2775	450.287	423.14	529.994	400.5315
SMARCD1	204.895	201.142	207.37	191.8705	214.4115	193.088	208.5145	219.334	207.211	209.4195	206.677	217.508	198.289	213.135	229.566	215.5695	189.901	199.5075	208.3755	235.3995	259.994	265.5925	194.161	189.8725	280.6545	223.403
SMARCD2	217.002	269.004	235.052	252.584	200.862	212.936	241.294	232.365	274.661	208.436	239.266	235.268	250.248	234.692	221.533	258.265	257.998	244.818	257.801	266.913	232.335	239.103	251.921	187.912	308.682	278.379
SMARCD3	449.31015	477.30695	470.88855	461.5291	483.9005	369.778	518.711	479.097	432.7245	488.9357	460.1015	539.7245	514.01165	523.25065	420.4957	539.9485	429.2766	504.49245	473.1219	479.5112	313.1045	493.1728	377.642	378.9195	551.886	594.165
SMARCE1	873.1476667	737.2341667	746.1658667	789.2983333	664.7267333	727.9648	827.6822333	1059.999433	840.5926333	632.6054333	648.2943	804.0168667	716.2677	797.7097333	664.8657667	677.0451667	632.6371	650.9130667	603.3876	718.9384333	734.4764	960.9849	543.9005	563.8106667	140.2902333	498.0436333
SMC1A	236.959	264.6615	260.408	241.528	268.858	264.503	244.512	303.254	266.126	265.0665	268.1615	272.8955	242.0065	299.7245	271.813	263.957	270.926	241.4445	257.4815	279.683	390.6975	438.5465	305.7735	313.14	223.897	286.3525
SMC2	91.5638	109.454	104.7646	98.908	71.0155	79.9166	93.2628	121.6695	83.9733	72.99675	78.5147	80.6625	98.0194	93.1818	91.59405	90.31725	69.9335	84.41345	85.6539	94.31255	107.1678	72.8085	74.92215	75.47425	61.5734	69.3632
SMC3	249.2536667	185.9193333	191.4053333	210.773	166.7431667	206.757	245.7996667	243.4233333	197.5260333	129.2848667	170.6880667	140.8564333	224.9346667	203.594	222.422	199.9240667	159.9227	217.6556667	211.8518333	239.1663333	327.7606667	255.9353333	145.2774333	132.6103333	40.7314	91.5318
SMC4	160.8977	150.1463667	129.6408	151.8661333	142.4251667	127.9154333	151.2677	182.5860333	120.9034333	150.4879667	146.5349667	119.0664333	195.0634333	171.7008333	177.1814333	164.9171667	133.4514	185.686	151.0501333	183.3526333	172.2263333	128.5937	145.1230667	134.1336667	45.30606667	81.75326667
SMC5	213.7535	139.26745	171.9095	207.454	147.1212	143.02625	147.889	317.991	152.83115	181.734	169.455	166.6285	195.5605	226.739	197.336	173.9925	211.7565	216.491	223.9015	226.0905	460.193	283.915	153.963	152.755	50.6624	105.095
SMC6	459.924	890.797	482.676	559.607	669.185	490.607	484.601	348.331	875.496	404.564	612.932	178.866	337.789	347.857	423.777	382.949	291.26	338.505	358.957	317.577	262.325	222.394	503.068	339.967	376.019	312.346
SMCHD1	248.559	217.0313333	176.8656667	258.4806667	234.023	197.2893333	231.2046667	280.1983333	230.4413333	225.6696667	219.1823333	153.9966667	237.9013333	283.075	226.5236667	265.674	205.804	251.6623333	170.0996667	294.716	293.4273333	289.0966667	149.1086667	133.5341667	65.9519	148.9354667
SMCO4	117.523	123.057	158.276	153.111	113.748	109.767	108.073	120.525	144.791	100.551	113.571	112.292	110.08	106.584	103.06	122.974	146.065	118.332	114.047	128.666	155.918	180.311	323.905	289.242	172.173	86.419
SMCP	150.208	116.203	139.389	144.504	123.969	144.033	146.2	127.915	126.518	172.574	129.935	139.247	113.093	129.866	124.093	126.486	120.427	146.202	127.989	119.304	99.9765	121.362	160.473	169.901	160.891	156.499
SMCR8	169.3982	165.24245	166.0287	170.8705	152.73545	173.55585	209.65	223.1405	167.55625	207.895	161.09895	174.84505	182.7635	178.7767	182.7535	186.76045	166.822	199.8225	181.88535	229.9945	377.922	378.2475	128.86215	122.6178	163.22275	305.1595
SMDT1	1146.2117	1451.361533	1241.3353	1066.682467	1220.678933	960.9062	1321.4939	1537.9267	1204.6918	1179.696133	1208.436733	1508.270367	1518.004933	1707.022833	1594.724533	1658.741867	1180.6967	1407.991867	932.3229333	1345.706633	1586.100933	1508.753367	2128.072933	1961.7855	1515.165167	1896.27
SMEK1	265.97	264.6859	246.2765667	291.4212333	266.583	271.4068333	278.8846333	319.3569	276.5278667	276.1014667	265.8937	235.7045333	299.8730333	301.3916667	270.2429	297.1183333	239.9301333	269.0832	259.4286667	316.6716	350.7985	264.7183	211.8499333	218.8742667	85.77846667	206.1091667
SMEK2	282.0095	232.9155	251.82625	284.968	271.2515	262.26275	313.973	370.55775	278.17325	251.444	230.5105	240.2745	285.7945	285.5855	281.9435	261.827	235.54475	256.4325	239.366	286.92825	341.05975	324.2345	251.7915	218.41325	92.845575	217.9995
SMG5	369.0005	331.695	330.2065	343.737	376.747	336.619	369.4465	377.776	358.6795	405.3805	358.377	404.1315	331.955	362.24	323.93	342.982	365.4405	351.468	325.211	368.055	305.7285	419.0235	287.9625	300.191	371.09	431.739
SMG6	144.6207	130.699	133.48885	120.899	117.8219	144.784	134.99795	134.60885	119.041	122.01145	121.278	145.0951	121.3871	134.3731	128.84335	119.0318	131.2285	137.51545	130.9002	119.11605	125.7897	117.60155	119.96305	119.14555	145.8852	93.52885
SMG7	158.4116	179.9154667	172.7066667	189.1663333	165.4933	188.7383667	170.3054667	180.7266667	176.2713333	196.9593333	203.5323333	188.7271	157.479	201.8413333	172.6066667	167.286	182.3893333	216.262	220.15	219.8983333	200.959	169.585	180.908	171.4919	203.4993333	190.9186667
SMG7-AS1	164.8082	113.56425	141.19585	169.29165	124.77465	151.2163	151.0155	115.73455	121.5363	149.198	129.6573	114.1253	163.70035	161.54775	166.99495	162.81205	144.2522	160.64135	179.37015	168.1586	165.86635	123.522	175.7412	160.09975	178.1962	195.6927
SMG8	200.597	184.473	175.788	170.688	195.62	205.566	216.755	228.115	196.804	225.449	194.242	175.347	209.841	210.443	224.803	234.983	179.206	229.189	218.927	225.245	230.565	205.458	168.565	156.314	111.88	216.574
SMG9	222.4692	210.8373	206.5966	215.6414333	201.7766333	206.6806333	200.6464333	179.6064667	206.0950333	202.3174333	197.555	240.6815667	206.0545667	218.3677	209.1834	213.5680333	237.1820667	212.9723667	232.3074333	200.4974667	192.1208	193.3922667	192.9388	189.4763	222.8171333	215.1047
SMIM1	239.282	209.701	222.978	183.833	181.229	277.97	240.762	200.137	249.227	170.502	228.775	254.48	182.381	237.418	189.093	223.86	246.352	224.79	254.236	182.895	152.993	164.019	253.173	209.33	264.008	216.705
SMIM10	84.3763	72.5538	71.1913	71.4588	51.143	61.2058	65.8543	69.2523	61.7734	64.4097	67.2092	55.3059	63.1532	60.4453	63.6146	58.4101	68.4515	67.3793	64.4518	59.3417	73.4114	89.9562	69.6564	77.3388	70.4689	70.1986
SMIM11	172.508	203.631	200.726	206.344	181.671	193.191	220.861	280.463	183.484	178.528	210.963	200.908	209.528	222.641	192.784	237.951	226.044	243.409	165.196	281.623	217.958	197.48	221.123	208.993	111.332	179.841
SMIM12	561.948	694.943	773	639.767	721.988	605.582	820.323	722.403	553.732	699.637	660.25	745.823	554.032	636.937	718.188	707.548	558.027	660.553	769.69	661.661	734.811	940.047	2444.08	1988.62	709.2	872.74
SMIM13	549.206	634.832	598.766	581.941	516.081	604.585	662.774	658.156	588.825	682.326	662.976	528.506	667.8	587.682	540.287	785.975	481.798	489.383	562.495	704.715	638.084	336.214	632.684	612.507	90.3706	677.968
SMIM14	202.692325	188.946825	214.2018	188.65845	233.03745	203.5658	245.001125	361.269075	163.0492	138.43365	185.381075	174.7967	210.784525	166.257825	181.080625	164.50925	163.78145	164.654725	191.137225	229.020975	233.107375	277.49805	80.836625	74.5054	53.496625	164.3615
SMIM15	297.546	292.695	331.184	366.704	358.652	339.867	401.681	498.254	331.688	320.412	307.874	308.924	311	294.149	317.81	279.003	268.6	266.434	252.53	384.591	377.844	329.697	292.714	296.11	63.945	347.531
SMIM19	2025.09	1773.55	1347.63	1666.91	1398.08	1862.57	2014.03	2059.6	1333.93	1930.23	2097.34	1476.32	2147.15	2139.98	2044.13	1771.92	1100.18	2050.22	1022.41	1458.12	1114.68	1390.48	1268.03	1274.88	510.791	1688.55
SMIM2	60.0999	55.7375	52.28555	39.98835	58.4413	63.51325	51.799	50.68985	59.9105	49.18055	64.45895	56.12635	48.72965	54.13355	47.62275	54.44645	67.87925	52.6102	44.0447	41.8516	52.58895	46.3884	69.6959	67.783	59.71505	53.89465
SMIM20	1157.75	1395.29	1698.84	1232.32	1823.02	1266.97	1293.53	1458.34	1181.3	1286.02	1412.19	1131.98	864.147	1389.37	1152.79	1676.98	1355.9	1458.51	1317.71	1510.53	882.482	1068.15	1192.21	1191.6	240.551	1269.11
SMIM22	100.309	92.2907	98.7605	64.8322	86.7103	101.76	74.9118	109.216	107.865	87.8312	103.954	101.462	103.144	104.774	102.115	115.462	99.1709	100.74	111.384	100.136	115.776	119.372	109.931	114.244	109.745	112.06
SMIM24	149.217	141.598	139.569	142.33	124.985	168.431	147.502	111.773	143.596	143.762	121.022	127.737	130.797	139.006	130.279	146.008	151.05	128.023	146.646	143.474	108.702	117.898	152.478	142.795	197.081	155.847
SMIM3	147.517	138.761	177.751	174.86	177.115	146.95	216.811	262.164	172.32	117.065	142.157	178.665	138.406	162.896	125.901	160.048	154.415	153.398	139.905	233.224	437.535	918.832	913.735	877.235	207.385	171.481
SMIM4	118.853775	160.965475	143.274375	134.59185	148.74745	137.889575	166.625225	141.927775	131.5137	144.944325	142.03395	155.8304	151.801025	157.966425	144.219925	167.1387	157.206525	149.579425	136.403225	147.334125	109.587925	125.093375	189.1411	179.2483	179.439175	165.66205
SMIM5	195.509	177.918	167.501	161.586	166.54	161.704	165.737	147.534	188.156	177.608	171.88	183.987	172.942	175.759	183.745	168.471	143.704	152.777	160.511	167.576	134.327	135.189	170.462	196.129	206.638	196.027
SMIM7	274.3772	281.6264	243.7286	255.1128	293.7066	250.1996	272.9034	294.0066	252.0432	271.8036	242.4324	258.7594	292.7678	309.9406	279.319	268.76	287.9732	273.617	232.0914	304.5802	266.8994	288.9066	191.5608	197.86	197.8708	284.4346
SMIM8	208.649	208.0295	166.9375	180.3495	165.5275	139.5	175.398	196.7715	182.748	188.4685	193.3325	159.976	165.1915	198.7105	193.604	205.768	165.571	175.3795	187.6165	185.9205	126.5085	140.051	162.654	161.913	141.227	184.012
SMLR1	22.9235	24.0877	22.5633	27.1469	29.3309	23.896	25.1711	18.7637	38.244	30.6979	27.203	19.8697	19.6169	28.1168	30.5474	24.0018	26.6365	30.6593	28.7814	22.2797	28.0714	37.2495	38.2635	29.8876	36.7858	27.8339
SMNDC1	561.569	501.116	427.43	564.667	467.692	489.18	681.401	566.861	485.699	492.421	424.138	350.703	549.75	577.605	532.575	541.941	506.871	491.927	472.04	702.279	1019.39	990.038	1163.51	1135.94	234.981	629.161
SMO	266.697	239.146	219.516	212.152	403.877	252.894	249.582	181.471	277.563	331.159	218.005	247.396	248.744	281.245	263.995	213.419	233.829	254.56	200.38	235.348	192.682	221.31	265.556	281.372	430.23	297.375
SMOC1	259.0085	268.5455	265.4775	281.634	255.341	275.137	267.869	252.835	237.439	248.0425	248.3715	219.5665	247.324	252.6815	247.296	263.8955	243.9825	267.3255	260.67	253.03	257.817	274.7535	254.041	256.903	286.5865	272.5185
SMOC2	833.996	776.788	746.237	1163.82	716.614	739.709	1107.01	1451.16	387.359	393.225	431.367	706.611	787.401	1004.57	948.739	1272.6	1260.83	682.743	864.49	1436.11	280.593	438.199	522.408	501.736	345.998	752.18
SMOX	161.918	171.173	171.3025	164.2945	165.2635	165.044	163.9285	156.1055	159.9805	157.932	168.9065	162.1415	155.0635	163.2225	157.254	165.588	168.7265	163.463	164.1425	155.715	155.6845	136.7345	179.514	171.214	211.503	187.0465
SMPD1	162.877	161.663	153.591	163.5194333	144.943	156.554	176.4463333	180.1646667	137.4553333	181.5323333	157.9996667	145.386	182.7956667	167.7633333	166.5819667	208.129	167.765	174.9530333	173.9106667	195.0623333	201.2168667	274.2373333	172.9103333	162.07	269.4516667	254.3856667
SMPD2	608.309	332.418	299.915	434.7	324.88	408.352	462.677	502.659	361.08	536.092	334.588	441.247	549.41	575.355	488.645	364.953	508.043	651.933	389.351	407.174	784.245	629.079	834.487	773.003	386.559	441.362
SMPD3	190.041	193.1265	193.2855	186.8925	185.663	219.5615	178.3045	176.099	187.415	195.6	187.494	205.088	166.372	176.253	172.265	173.389	166.1825	179.6445	181.957	170.5375	127.492	164.6895	179.421	179.965	208.875	193.3295
SMPDL3A	1083.44	911.78	992.267	1078.85	768.627	881.025	974.27	815.422	934.505	997.6	917.34	849.717	719.963	962.95	1065.17	1229.09	671.023	1079.77	884.842	970.965	1674.66	1087.25	2156.43	1933.45	282.474	1485.36
SMPDL3B	67.8618	81.9377	80.0151	68.7603	73.8395	73.2331	79.0607	58.7778	72.4245	68.9782	70.8338	79.5279	69.2384	66.7711	79.6422	82.1328	68.9878	68.2492	81.8132	73.591	65.3474	70.3275	82.86	90.9504	115.934	79.1285
SMPX	12834.9	10699.5	10402.4	13132.9	12572.9	11155.2	11579.4	11891	11405.5	11322.7	11207.9	10551.5	12237.8	12486.8	11738.3	13086	13220.6	12670	9923.91	12586.9	9753.23	4498.91	7863.88	7315.67	2807.22	9094.97
SMR3A	35.9309	41.6315	48.5514	43.7566	25.3495	57.7342	46.0072	44.0523	38.0233	51.0996	33.1855	38.4901	46.4542	40.4211	48.7058	39.9211	60.2457	41.4427	40.937	50.7273	44.1533	43.1644	47.1438	49.9642	50.0195	40.4566
SMR3B	42.2624	34.3563	34.0768	38.0112	32.0802	36.6601	40.7278	30.2866	39.612	39.4405	44.1465	44.9097	42.8252	48.8143	44.0943	42.4104	46.6381	39.9917	26.7874	44.2997	41.9809	39.3853	45.5209	45.7018	47.0455	39.4688
SMS	591.805	456.13	447.119	478.522	495.322	386.257	609.205	768.161	424.866	541.314	540.159	446.586	490.883	540.624	511.299	396.914	395.818	491.427	473.388	523.452	620.693	487.915	453.885	487.725	185.62	626.89
SMTN	1020.17	1254.4	775.624	743.634	768.3875	765.558	973.731	810.846	526.4075	782.2685	789.467	999.4505	862.091	924.7055	1084.575	1032.396	678.3875	1116.445	750.561	728.6655	379.6765	431.0265	295.453	271.6615	1587.76	955.7835
SMTNL1	4678.22	3644.26	1824.05	3381.92	4319.05	5540.7	3356.14	6076.93	3587.96	3975.97	3686.97	4234.42	3756.2	4916.54	5283.96	3622.27	4815.04	5479.78	2918.1	3921.41	2889.55	2084.1	654.501	702.868	786.959	1621.79
SMTNL2	925.911	2504.73	1857.76	1746.89	1182.41	1949.1	1453.08	2055.71	1607	1588.66	1885.73	2728.7	2373.54	1753.43	2370.56	2632.06	2497.81	1434.07	2142.73	1994.8	2753.46	3823.21	2258.51	2225.69	1194.09	1885.67
